,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
16A0601,26-Jul-2019,09:02:07,,,0,1,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:03:28,,,0,2,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:04:05,,,0,3,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,42,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:05:39,,,0,4,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,37,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:06:04,,,0,5,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,39,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:08:11,,,0,6,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,42,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:09:27,,,0,7,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,37,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:11:15,,,0,8,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,40,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:12:31,,,0,9,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,37,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:13:37,,,0,10,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,32,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:14:46,,,151,10,0,9,-52.1567,-60.9446,09:14:56.16 26-Jul-2019,FastGPS,-52.1567,-60.9446,,,10.5,10.2,,,39,15,32,7447,2644,0.562500,42,31,5502,1628,4.812500,40,1,20761,1556,3.625000,40,22,19092,1372,4.187500,39,14,20497,1328,2.500000,39,11,5548,1324,2.125000,39,18,22695,1276,1.937500,39,8,23582,672,-1.500000,36,10,4372,608,-1.687500,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:25:08,,,257,11,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,39,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:26:26,,,513,12,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,36,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:27:03,,,769,13,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,42,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:29:09,,,1025,14,0,1,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,45,15,31,29846,716,4.750000,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:30:44,,,1281,15,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,36,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:33:05,,,1537,16,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,39,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:34:03,,,1793,17,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,43,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:35:21,,,2200,241,0,5,-52.1638,-60.9733,09:35:30.69 26-Jul-2019,FastGPS,-52.1638,-60.9733,,,4.7,9.7,,,45,15,22,27018,1280,3.750000,38,31,1624,940,4.687500,37,32,16730,864,-0.187500,36,1,13360,812,3.062500,36,14,12969,532,1.625000,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:45:03,,,2562,274,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,49,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:47:29,,,3074,531,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,42,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,09:48:00,,,3586,788,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,40,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,10:00:09,,,4098,1045,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,43,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,10:01:01,,,4761,1301,0,10,-52.1672,-60.9960,10:01:09.67 26-Jul-2019,FastGPS,-52.1672,-60.9960,,,11.0,8.7,,,46,15,3,31544,2812,4.062500,41,22,18619,1976,3.125000,40,1,14009,1956,2.312500,40,18,14705,1932,0.562500,40,32,10428,1732,-0.937500,39,14,27112,1728,0.562500,39,23,8311,1384,5.687500,38,11,4907,1216,0.687500,38,8,28170,1184,-2.187500,38,31,28332,612,4.312500,35,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,10:11:16,,,5379,1558,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,42,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,10:13:43,,,6147,1815,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,42,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,10:16:43,,,6915,2072,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,37,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,10:19:44,,,7683,2329,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,39,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,10:23:15,,,8451,2586,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,43,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,10:24:00,,,9370,2842,0,11,-52.1739,-61.0115,10:24:08.69 26-Jul-2019,FastGPS,-52.1739,-61.0115,,,10.0,8.7,,,60,15,23,29969,7116,5.500000,44,17,21541,3584,2.937500,41,22,26015,2776,2.500000,40,3,2472,2684,3.625000,40,1,27368,2404,1.500000,40,32,32693,1236,-1.437500,37,14,21604,1140,-0.312500,36,11,5286,1028,-0.062500,36,18,12300,880,-0.125000,35,8,22022,852,-2.187500,35,19,31762,720,4.000000,34,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,10:34:01,,,10244,3099,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,43,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,10:35:49,,,11268,3356,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,46,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,10:38:47,,,12443,3612,0,11,-52.1807,-61.0227,10:38:56.17 26-Jul-2019,FastGPS,-52.1807,-61.0227,,,9.9,9.2,,,44,15,31,3094,2328,3.312500,41,18,2638,2304,-0.562500,41,17,1837,2216,2.312500,41,1,14009,1392,0.937500,39,22,182,1300,2.125000,38,3,31041,1180,3.312500,38,19,527,1100,3.562500,37,11,30334,956,-0.437500,37,12,17919,680,2.500000,35,32,442,596,-1.687500,35,23,28672,584,5.250000,35,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,10:49:05,,,13573,3869,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,37,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,10:50:10,,,14853,4126,0,3,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,54,15,31,14195,976,2.937500,36,18,24308,736,-0.875000,35,1,23560,616,0.500000,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,10:51:03,,,16133,4383,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,44,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,10:53:27,,,17413,4640,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,35,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,10:54:00,,,18693,4897,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,46,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,10:57:55,,,20124,5153,0,10,-52.1874,-61.0367,10:58:05.17 26-Jul-2019,FastGPS,-52.1874,-61.0367,,,12.4,10.2,,,48,15,14,13355,3176,-1.312500,42,11,11932,2556,-0.937500,41,17,12216,2468,1.437500,41,22,8985,2464,1.500000,41,31,7472,1852,2.687500,39,23,18757,1784,4.937500,39,3,5556,1356,2.875000,38,18,13791,1052,-1.062500,37,1,26055,1008,0.250000,37,32,20743,784,-1.937500,36,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,11:08:01,,,21405,5409,0,10,-52.1909,-61.0434,11:08:10.66 26-Jul-2019,FastGPS,-52.1909,-61.0434,,,9.6,9.7,,,64,15,23,10899,6028,4.750000,43,17,24068,5652,1.000000,43,11,28237,4312,-1.125000,42,18,28011,3272,-1.312500,41,1,23083,2472,-0.125000,39,3,4355,1472,2.687500,37,19,9077,1184,2.562500,36,14,24532,1120,-1.562500,36,22,22829,1044,1.250000,36,31,2306,784,2.312500,34,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,11:18:15,,,22791,5666,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,41,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,11:21:13,,,24478,5922,0,10,-52.1944,-61.0512,11:21:21.7 26-Jul-2019,FastGPS,-52.1944,-61.0512,,,4.9,8.7,,,49,15,31,18351,4016,1.750000,43,23,3700,2568,4.437500,41,3,28273,2460,2.312500,41,1,32602,2220,-0.562500,40,17,18534,1680,0.437500,39,22,22562,1392,0.812500,38,18,19802,1264,-1.562500,38,11,23298,1180,-1.375000,37,19,29795,748,2.062500,35,32,7679,588,-2.062500,34,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,11:33:10,,,26015,6178,0,9,-52.1979,-61.0616,11:33:18.670001 26-Jul-2019,FastGPS,-52.1979,-61.0616,,,10.6,8.7,,,51,15,3,14460,2384,2.000000,40,31,27531,2216,1.312500,40,17,7839,1944,-0.062500,39,22,18792,1884,0.500000,39,9,27516,1692,5.125000,39,11,21178,1588,-1.500000,38,23,20935,1300,4.062500,38,19,10771,1236,1.562500,37,18,14101,848,-1.750000,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,11:43:04,,,27657,6435,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,39,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,11:45:35,,,29449,6692,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,43,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,11:46:00,,,31241,6949,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,43,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,11:48:48,,,33184,7205,0,9,-52.2040,-61.0738,11:48:56.660001 26-Jul-2019,FastGPS,-52.2040,-61.0738,,,6.3,8.7,,,46,15,17,16296,2304,-0.625000,40,19,18329,1624,1.000000,39,31,28814,1560,0.687500,39,1,32009,1500,-1.375000,39,6,8312,1400,4.812500,38,22,5848,1140,0.000000,37,3,31849,1112,1.562500,37,18,25245,884,-1.937500,36,23,12982,848,3.625000,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,11:59:04,,,34977,7461,0,5,-52.2091,-61.0805,11:59:13.160001 26-Jul-2019,FastGPS,-52.2091,-61.0805,,,7.2,9.2,,,51,15,31,25790,912,0.312500,36,19,19628,856,0.625000,36,17,30026,848,-0.937500,36,6,26663,788,4.562500,35,22,27854,628,-0.250000,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,12:09:34,,,36875,7718,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,41,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,12:10:01,,,38923,7975,0,3,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,54,15,31,8278,2040,-0.125000,39,22,3493,1844,-0.562500,39,3,5272,1076,1.000000,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,12:11:00,,,41122,8231,0,9,-52.2137,-61.0891,12:11:09.690001 26-Jul-2019,FastGPS,-52.2137,-61.0891,,,14.2,9.7,,,45,15,1,25094,3448,-1.875000,42,9,19527,2948,4.687500,42,23,11660,2120,2.937500,40,3,8000,1880,0.937500,40,17,29480,1468,-1.250000,39,22,4350,1312,-0.562500,38,6,10082,1288,4.312500,38,31,9685,932,-0.125000,37,19,8768,888,0.250000,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,12:22:00,,,43276,8488,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,39,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,12:23:04,,,45580,8745,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,48,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,12:24:06,,,47884,9002,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,12:26:50,,,50339,9258,0,5,-52.2204,-61.1002,12:26:58.640001 26-Jul-2019,FastGPS,-52.2204,-61.1002,,,1.2,8.6,,,42,15,3,28743,1172,0.500000,38,22,28042,1128,-0.937500,38,6,31110,1112,3.812500,38,19,14671,956,-0.250000,37,31,8226,792,-0.625000,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,12:37:17,,,52749,9515,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,12:38:02,,,55309,9772,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,12:40:46,,,57869,10029,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,42,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,12:42:00,,,60429,10286,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,40,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,12:44:14,,,63140,10542,0,7,-52.2270,-61.1120,12:44:23.160001 26-Jul-2019,FastGPS,-52.2270,-61.1120,,,10.3,9.2,,,54,15,23,30090,3952,1.750000,42,22,15758,2264,-1.375000,40,6,22295,1688,3.187500,38,9,26162,1684,4.125000,38,3,14581,1676,0.000000,38,31,1964,992,-1.125000,36,19,17156,772,-0.687500,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,12:56:03,,,65806,10799,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,44,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,12:57:00,,,68622,11056,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,36,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,12:59:10,,,71438,11313,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,49,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,13:01:35,,,74405,11569,0,5,-52.2323,-61.1286,13:01:45.190001 26-Jul-2019,FastGPS,-52.2323,-61.1286,,,4.3,10.2,,,41,15,22,25754,2712,-1.687500,42,3,19790,2592,-0.437500,42,9,23996,1264,3.812500,38,2,2248,760,4.750000,36,6,29058,460,2.500000,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,13:11:00,,,77327,11826,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,47,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,13:12:28,,,80399,12083,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,39,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,13:13:24,,,83471,12340,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,40,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,13:14:12,,,86543,12597,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,45,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,13:16:01,,,89615,12854,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,36,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,13:17:58,,,92687,13111,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,46,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,13:20:34,,,95759,13368,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,44,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,13:21:07,,,98831,13625,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,46,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,13:22:34,,,101903,13882,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,43,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,13:23:59,,,105126,14138,0,7,-52.2380,-61.1529,13:24:08.680001 26-Jul-2019,FastGPS,-52.2380,-61.1529,,,6.6,9.7,,,52,15,22,31660,1892,-2.000000,39,6,13028,1404,1.562500,38,3,23728,1284,-1.000000,37,7,11808,684,5.625000,35,9,16921,684,3.375000,35,2,18990,656,4.000000,35,16,1947,616,4.062500,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,13:34:00,,,108304,14395,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,45,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,13:36:09,,,111632,14652,0,0,-52.1700,-60.9200,09:00:00 26-Jul-2019,User,,,,,,,,,45,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A0601,26-Jul-2019,13:38:31,,,115111,14908,0,7,-52.2418,-61.1706,13:38:40.180001 26-Jul-2019,FastGPS,-52.2418,-61.1706,,,4.7,9.2,,,45,15,7,7649,2104,5.375000,40,22,20710,1608,-2.187500,39,3,29056,1432,-1.375000,39,9,2160,1044,2.937500,37,6,30165,912,0.937500,37,23,22979,648,0.125000,35,16,872,520,3.687500,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
